IncidentId,OrgId,IncidentGrade,nb_alerts,nb_evidences,top_alert_title,top_category,top_detector,mitre_techniques,first_seen,last_seen,sample_ip,sample_sha256,sample_device_id,sample_device,sample_account,os_family,max_suspicion,country,last_verdict,threat_family,os_version_sample,antispam_direction,action_grouped,top_action_granular,nb_categories,nb_detectors,nb_entity_types,nb_unique_ips,nb_unique_devices,nb_unique_accounts,has_ip,has_account,has_device,has_file,has_email,has_impacted_entity,nb_impacted_entities,has_registry_activity,has_oauth_app,has_url,has_cloud_resource,nb_action_types,incident_duration_minutes,hour_of_day,day_of_week,is_weekend,is_business_hours,is_after_midnight,alerts_per_min,nb_multi_entity_score,multi_entity,nb_mitre_techniques,max_suspicion_num,os_eol,is_outbound_spam
441120,1126,FalsePositive,3,3,278,SuspiciousActivity,5,T1078,2024-06-07 05:50:45+00:00,2024-06-07 20:49:43+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,898.9666666666667,5,4,0,0,1,0.0033334567946960996,0,0,1,0.0,0,0
441158,457,TruePositive,2,3,0,InitialAccess,0,T1078;T1078.004,2024-06-13 00:02:04+00:00,2024-06-13 00:02:04+00:00,4,138268,98799,153085,453297,5,,12,,,66,,,,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0.0,0,3,0,0,1,2.0,1,0,1,0.0,0,0
441183,457,TruePositive,3,3,6,InitialAccess,7,,2024-06-14 01:39:10+00:00,2024-06-14 01:39:10+00:00,133,138268,98799,153085,453297,5,,8,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,1,4,0,0,1,3.0,0,0,0,0.0,0,0
441224,457,TruePositive,3,3,1847,SuspiciousActivity,5,,2024-06-15 23:04:48+00:00,2024-06-15 23:04:48+00:00,360606,138268,98799,153085,121100,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,23,5,1,0,0,3.0,0,0,0,0.0,0,0
441247,457,TruePositive,3,3,843,SuspiciousActivity,5,,2024-06-16 19:41:13+00:00,2024-06-16 19:41:13+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,19,6,1,0,0,3.0,0,0,0,0.0,0,0
441322,283,TruePositive,3,3,12,CredentialAccess,14,T1110;T1110.003;T1110.001,2024-05-31 23:48:15+00:00,2024-05-31 23:48:15+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,23,4,0,0,0,3.0,0,0,1,0.0,0,0
441326,4632,FalsePositive,3,3,153,CredentialAccess,182,T1528,2024-06-12 07:36:37+00:00,2024-06-12 07:36:37+00:00,33888,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,7,2,0,0,0,3.0,0,0,1,0.0,0,0
441392,283,TruePositive,3,3,0,InitialAccess,0,T1078;T1078.004,2024-06-10 15:18:55+00:00,2024-06-10 15:18:55+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,15,0,0,1,0,3.0,0,0,1,0.0,0,0
441394,283,TruePositive,2,3,12,CredentialAccess,14,T1110;T1110.003;T1110.001,2024-06-08 21:37:14+00:00,2024-06-08 21:37:14+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,21,5,1,0,0,2.0,1,0,1,0.0,0,0
441434,207,BenignPositive,3,3,3512,Persistence,1625,,2024-06-04 00:34:29+00:00,2024-06-04 00:34:29+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,0,1,0,0,1,3.0,0,0,0,0.0,0,0
441474,2984,TruePositive,3,3,62566,SuspiciousActivity,3409,,2024-06-08 14:21:44+00:00,2024-06-08 14:21:44+00:00,220784,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,14,5,1,1,0,3.0,0,0,0,0.0,0,0
441481,397,TruePositive,2,3,21,SuspiciousActivity,5,,2024-06-13 02:27:25+00:00,2024-06-13 02:27:25+00:00,220264,138268,98799,153085,453297,5,,242,,,66,,,,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,2,3,0,0,1,2.0,1,0,0,0.0,0,0
441524,86,BenignPositive,3,3,205,InitialAccess,5108,T1078,2024-05-23 10:46:38+00:00,2024-05-23 10:46:38+00:00,6177,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,10,3,0,1,0,3.0,0,0,1,0.0,0,0
441536,86,BenignPositive,2,3,276,Impact,284,T1640,2024-06-07 02:00:05+00:00,2024-06-07 02:00:05+00:00,232,138268,98799,7008,453297,5,,242,,,66,,,,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,0,0,0.0,2,4,0,0,1,2.0,1,0,1,0.0,0,0
441583,121,TruePositive,2,3,66,SuspiciousActivity,5,,2024-06-05 10:21:47+00:00,2024-06-05 10:21:47+00:00,360606,138268,98799,153085,974,5,,242,,,66,,,,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,10,2,0,1,0,2.0,1,0,0,0.0,0,0
441599,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-05 17:28:10+00:00,2024-06-05 17:28:10+00:00,360606,138268,98799,153085,974,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,17,2,0,1,0,3.0,0,0,0,0.0,0,0
441609,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-06 00:04:37+00:00,2024-06-06 00:04:37+00:00,360606,138268,98799,153085,10,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,0,3,0,0,1,3.0,0,0,0,0.0,0,0
441625,121,TruePositive,2,3,66,SuspiciousActivity,5,,2024-06-06 10:14:21+00:00,2024-06-06 10:14:21+00:00,360606,138268,98799,153085,10,5,,242,,,66,,,,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,10,3,0,1,0,2.0,1,0,0,0.0,0,0
441635,121,TruePositive,2,3,66,SuspiciousActivity,5,,2024-06-06 11:59:33+00:00,2024-06-06 11:59:33+00:00,360606,138268,98799,153085,974,5,,242,,,66,,,,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0.0,11,3,0,1,0,2.0,2,1,0,0.0,0,0
441651,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-06 22:25:42+00:00,2024-06-06 22:25:42+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,22,3,0,0,0,3.0,0,0,0,0.0,0,0
441684,121,TruePositive,3,3,1615,SuspiciousActivity,5,,2024-06-06 23:35:02+00:00,2024-06-06 23:35:02+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,23,3,0,0,0,3.0,0,0,0,0.0,0,0
441746,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-07 08:59:15+00:00,2024-06-07 08:59:15+00:00,360606,138268,98799,153085,75,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,8,4,0,1,0,3.0,0,0,0,0.0,0,0
441748,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-07 06:06:03+00:00,2024-06-07 06:06:03+00:00,360606,138268,98799,153085,75,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,6,4,0,0,0,3.0,0,0,0,0.0,0,0
441782,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-07 14:01:37+00:00,2024-06-07 14:01:37+00:00,12433,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,14,4,0,1,0,3.0,0,0,0,0.0,0,0
441794,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-07 16:26:52+00:00,2024-06-07 16:26:52+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,16,4,0,1,0,3.0,0,0,0,0.0,0,0
441804,121,TruePositive,3,3,22,InitialAccess,33,,2024-06-07 19:21:01+00:00,2024-06-07 19:21:01+00:00,360606,138268,98799,153085,30163,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,19,4,0,0,0,3.0,0,0,0,0.0,0,0
441809,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-07 18:17:02+00:00,2024-06-07 18:17:02+00:00,360606,138268,98799,153085,88,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,18,4,0,1,0,3.0,0,0,0,0.0,0,0
441813,121,TruePositive,2,3,66,SuspiciousActivity,5,,2024-06-07 14:23:39+00:00,2024-06-07 14:23:39+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0.0,14,4,0,1,0,2.0,2,1,0,0.0,0,0
441829,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-07 21:26:15+00:00,2024-06-07 21:26:15+00:00,360606,138268,98799,153085,75,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,21,4,0,0,0,3.0,0,0,0,0.0,0,0
441837,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-07 23:31:54+00:00,2024-06-07 23:31:54+00:00,8005,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,23,4,0,0,0,3.0,0,0,0,0.0,0,0
441854,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-08 06:34:35+00:00,2024-06-08 06:34:35+00:00,42735,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,6,5,1,0,0,3.0,0,0,0,0.0,0,0
441910,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-08 13:04:26+00:00,2024-06-08 13:04:26+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,13,5,1,1,0,3.0,0,0,0,0.0,0,0
441930,121,TruePositive,2,3,66,SuspiciousActivity,5,,2024-06-08 14:02:47+00:00,2024-06-08 14:02:47+00:00,2549,138268,98799,153085,453297,5,,242,,,66,,,,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,0,0,0.0,14,5,1,1,0,2.0,1,0,0,0.0,0,0
441977,121,TruePositive,2,3,66,SuspiciousActivity,5,,2024-06-08 23:30:07+00:00,2024-06-08 23:30:07+00:00,39837,138268,98799,153085,453297,5,,242,,,66,,,,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,23,5,1,0,0,2.0,1,0,0,0.0,0,0
441986,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-08 17:57:06+00:00,2024-06-08 17:57:06+00:00,360606,138268,98799,153085,88,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,17,5,1,1,0,3.0,0,0,0,0.0,0,0
442006,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-08 19:01:46+00:00,2024-06-08 19:01:46+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,19,5,1,0,0,3.0,0,0,0,0.0,0,0
442008,121,TruePositive,2,3,66,SuspiciousActivity,5,,2024-06-08 20:39:23+00:00,2024-06-08 20:39:23+00:00,18345,138268,98799,153085,453297,5,,242,,,66,,,,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,0,0,0.0,20,5,1,0,0,2.0,1,0,0,0.0,0,0
442034,121,TruePositive,2,3,66,SuspiciousActivity,5,,2024-06-08 21:36:41+00:00,2024-06-08 21:36:41+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,0,0,0.0,21,5,1,0,0,2.0,1,0,0,0.0,0,0
442077,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-09 07:53:42+00:00,2024-06-09 07:53:42+00:00,4691,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,7,6,1,0,0,3.0,0,0,0,0.0,0,0
442083,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-09 09:26:58+00:00,2024-06-09 09:26:58+00:00,10758,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,9,6,1,1,0,3.0,0,0,0,0.0,0,0
442085,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-09 07:26:41+00:00,2024-06-09 07:26:41+00:00,360606,138268,98799,153085,10,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,7,6,1,0,0,3.0,0,0,0,0.0,0,0
442093,121,TruePositive,2,3,66,SuspiciousActivity,5,,2024-06-09 17:58:26+00:00,2024-06-09 17:58:26+00:00,16140,138268,98799,153085,453297,5,,242,,,66,,,,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,17,6,1,1,0,2.0,1,0,0,0.0,0,0
442118,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-10 09:20:53+00:00,2024-06-10 09:20:53+00:00,360606,138268,98799,153085,10,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,9,0,0,1,0,3.0,0,0,0,0.0,0,0
442127,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-10 17:08:21+00:00,2024-06-10 17:08:21+00:00,360606,138268,98799,153085,1894,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,17,0,0,1,0,3.0,0,0,0,0.0,0,0
442176,121,TruePositive,3,3,22,InitialAccess,33,,2024-06-10 23:09:03+00:00,2024-06-10 23:09:03+00:00,360606,138268,98799,153085,289557,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,23,0,0,0,0,3.0,0,0,0,0.0,0,0
442186,121,TruePositive,2,3,1615,SuspiciousActivity,5,,2024-06-11 00:35:57+00:00,2024-06-11 00:35:57+00:00,360606,138268,98799,153085,339157,5,,242,,,66,,,,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0.0,0,1,0,0,1,2.0,2,1,0,0.0,0,0
442224,121,TruePositive,3,3,22,InitialAccess,33,,2024-06-11 15:04:33+00:00,2024-06-11 15:04:33+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,15,1,0,1,0,3.0,0,0,0,0.0,0,0
442233,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-11 17:13:03+00:00,2024-06-11 17:13:03+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,17,1,0,1,0,3.0,0,0,0,0.0,0,0
442253,121,TruePositive,3,3,22,InitialAccess,33,,2024-06-11 18:08:23+00:00,2024-06-11 18:08:23+00:00,360606,138268,98799,153085,14791,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,18,1,0,1,0,3.0,0,0,0,0.0,0,0
442258,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-11 19:29:49+00:00,2024-06-11 19:29:49+00:00,360606,138268,98799,153085,10,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,19,1,0,0,0,3.0,0,0,0,0.0,0,0
442268,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-11 16:56:16+00:00,2024-06-11 16:56:16+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,16,1,0,1,0,3.0,0,0,0,0.0,0,0
442271,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-11 17:51:07+00:00,2024-06-11 17:51:07+00:00,23621,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,17,1,0,1,0,3.0,0,0,0,0.0,0,0
442278,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-11 21:27:22+00:00,2024-06-11 21:27:22+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,21,1,0,0,0,3.0,0,0,0,0.0,0,0
442283,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-12 04:57:53+00:00,2024-06-12 04:57:53+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,4,2,0,0,1,3.0,0,0,0,0.0,0,0
442323,121,TruePositive,3,3,1615,SuspiciousActivity,5,,2024-06-11 23:26:42+00:00,2024-06-11 23:26:42+00:00,360606,138268,98799,153085,10,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,23,1,0,0,0,3.0,0,0,0,0.0,0,0
442352,121,TruePositive,3,3,22,InitialAccess,33,,2024-06-12 11:26:44+00:00,2024-06-12 11:26:44+00:00,360606,138268,98799,153085,274304,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,11,2,0,1,0,3.0,0,0,0,0.0,0,0
442395,121,TruePositive,2,3,66,SuspiciousActivity,5,,2024-06-12 18:53:08+00:00,2024-06-12 18:53:08+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0.0,18,2,0,1,0,2.0,2,1,0,0.0,0,0
442422,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-12 21:13:39+00:00,2024-06-12 21:13:39+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,21,2,0,0,0,3.0,0,0,0,0.0,0,0
442430,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-13 04:07:56+00:00,2024-06-13 04:07:56+00:00,360606,138268,98799,153085,10,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,4,3,0,0,1,3.0,0,0,0,0.0,0,0
442439,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-13 03:58:42+00:00,2024-06-13 03:58:42+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,3,3,0,0,1,3.0,0,0,0,0.0,0,0
442448,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-13 08:32:06+00:00,2024-06-13 08:32:06+00:00,7488,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,8,3,0,1,0,3.0,0,0,0,0.0,0,0
442452,121,TruePositive,2,3,66,SuspiciousActivity,5,,2024-06-13 04:47:21+00:00,2024-06-13 04:47:21+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,0,0,0.0,4,3,0,0,1,2.0,1,0,0,0.0,0,0
442463,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-13 06:02:16+00:00,2024-06-13 06:02:16+00:00,360606,138268,98799,153085,10,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,6,3,0,0,0,3.0,0,0,0,0.0,0,0
442473,121,TruePositive,2,3,66,SuspiciousActivity,5,,2024-06-13 14:06:04+00:00,2024-06-13 14:06:04+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0.0,14,3,0,1,0,2.0,2,1,0,0.0,0,0
442496,426,TruePositive,3,3,168,SuspiciousActivity,195,,2024-06-03 14:14:04+00:00,2024-06-03 14:14:04+00:00,21961,138268,98799,153085,453297,5,,242,Suspicious,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,14,0,0,1,0,3.0,0,0,0,0.0,0,0
442527,426,FalsePositive,3,3,77,InitialAccess,100,,2024-06-04 18:17:36+00:00,2024-06-04 18:17:36+00:00,360606,138268,98799,153085,417529,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,18,1,0,1,0,3.0,0,0,0,0.0,0,0
442612,426,TruePositive,3,3,6,InitialAccess,7,,2024-06-06 19:12:09+00:00,2024-06-06 19:12:09+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,19,3,0,0,0,3.0,0,0,0,0.0,0,0
442638,426,FalsePositive,2,3,77,InitialAccess,100,,2024-06-07 22:03:20+00:00,2024-06-07 22:03:20+00:00,360606,138268,98799,153085,382274,5,,242,,,66,,,,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,22,4,0,0,0,2.0,1,0,0,0.0,0,0
442646,426,TruePositive,3,3,6,InitialAccess,7,,2024-06-07 09:28:23+00:00,2024-06-07 09:28:23+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,9,4,0,1,0,3.0,0,0,0,0.0,0,0
442656,426,TruePositive,3,3,330,CredentialAccess,331,T1110;T1110.003,2024-06-09 07:10:16+00:00,2024-06-09 07:10:16+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,7,6,1,0,0,3.0,0,0,1,0.0,0,0
442689,426,FalsePositive,3,3,77,InitialAccess,100,,2024-06-09 16:04:54+00:00,2024-06-09 16:04:54+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,16,6,1,1,0,3.0,0,0,0,0.0,0,0
442697,426,FalsePositive,3,3,77,InitialAccess,100,,2024-06-09 22:27:45+00:00,2024-06-09 22:27:45+00:00,235672,138268,98799,153085,453297,5,,0,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,22,6,1,0,0,3.0,0,0,0,0.0,0,0
442715,426,TruePositive,3,3,12,CredentialAccess,14,T1110;T1110.003;T1110.001,2024-06-08 11:49:03+00:00,2024-06-08 11:49:03+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,11,5,1,1,0,3.0,0,0,1,0.0,0,0
442716,426,TruePositive,3,3,12,CredentialAccess,14,T1110;T1110.003;T1110.001,2024-06-08 20:49:15+00:00,2024-06-08 20:49:15+00:00,109,138268,98799,153085,453297,5,,8,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,20,5,1,0,0,3.0,0,0,1,0.0,0,0
442722,426,FalsePositive,3,3,77,InitialAccess,100,,2024-06-07 20:11:52+00:00,2024-06-07 20:11:52+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,20,4,0,0,0,3.0,0,0,0,0.0,0,0
442725,426,FalsePositive,3,3,77,InitialAccess,100,,2024-06-10 08:12:51+00:00,2024-06-10 08:12:51+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,8,0,0,1,0,3.0,0,0,0,0.0,0,0
442757,426,TruePositive,3,3,804,DefenseEvasion,330,T1078;T1078.004,2024-06-12 00:52:24+00:00,2024-06-12 00:52:24+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,0,2,0,0,1,3.0,0,0,1,0.0,0,0
442758,426,TruePositive,2,3,77,InitialAccess,100,,2024-06-11 17:28:56+00:00,2024-06-11 17:28:56+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0.0,17,1,0,1,0,2.0,2,1,0,0.0,0,0
442773,426,TruePositive,3,3,77,InitialAccess,100,,2024-06-12 00:13:37+00:00,2024-06-12 00:13:37+00:00,360606,138268,98799,153085,387768,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,0,2,0,0,1,3.0,0,0,0,0.0,0,0
442821,426,TruePositive,3,3,804,DefenseEvasion,330,T1078;T1078.004,2024-06-13 12:29:17+00:00,2024-06-13 12:29:17+00:00,360606,138268,98799,153085,81529,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,12,3,0,1,0,3.0,0,0,1,0.0,0,0
442855,754,BenignPositive,2,3,9,InitialAccess,11,T1566,2024-06-03 18:48:52+00:00,2024-06-03 18:48:52+00:00,360606,138268,98799,153085,217715,5,,242,,,66,,,,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0.0,18,0,0,1,0,2.0,0,0,1,0.0,0,0
442880,48,BenignPositive,3,3,72,SuspiciousActivity,5,,2024-06-03 11:26:46+00:00,2024-06-03 11:26:46+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,11,0,0,1,0,3.0,0,0,0,0.0,0,0
442883,48,BenignPositive,2,3,72,SuspiciousActivity,5,,2024-06-03 11:24:58+00:00,2024-06-03 11:24:58+00:00,313709,138268,98799,153085,453297,5,,242,,,66,,,,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0.0,11,0,0,1,0,2.0,2,1,0,0.0,0,0
442894,48,BenignPositive,3,3,72,SuspiciousActivity,5,,2024-06-03 12:49:32+00:00,2024-06-03 12:49:32+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,12,0,0,1,0,3.0,0,0,0,0.0,0,0
442955,48,BenignPositive,3,3,72,SuspiciousActivity,5,,2024-06-03 09:38:34+00:00,2024-06-03 09:38:34+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,9,0,0,1,0,3.0,0,0,0,0.0,0,0
