sha256,sandbox_verdict,malware_score,network_connections,dropped_files,registry_modifications,process_injections,c2_beaconing,evasion_detected,persistence_mechanism,lateral_movement_attempt,privilege_escalation,dns_requests_count,analysis_duration_s
4013,Suspicious,38,29,0,8,0,0,0,0,0,0,25,107
26608,Suspicious,30,18,0,1,0,0,0,0,0,0,57,280
20945,Malicious,82,17,1,6,0,1,0,0,0,0,310,241
87870,Clean,19,0,0,0,0,0,0,0,0,0,7,127
489,Malicious,58,25,1,1,1,0,1,0,0,1,413,248
120409,Malicious,71,12,4,2,1,0,0,0,0,1,297,230
43632,Malicious,82,8,1,13,0,1,1,0,0,0,55,280
56622,Malicious,93,13,2,5,1,0,0,1,0,0,58,196
107980,Malicious,83,29,3,6,0,0,0,1,0,0,182,115
130462,Malicious,48,23,5,7,1,0,0,1,0,1,123,159
98614,Malicious,48,21,3,1,1,0,0,0,0,1,319,64
116636,Malicious,51,8,2,1,1,1,1,1,0,1,382,103
27243,Malicious,47,18,5,11,0,0,0,1,0,0,457,145
16141,Clean,2,1,0,0,0,0,0,0,0,0,12,222
16000,Clean,7,0,0,0,0,0,0,0,0,0,8,289
37633,Clean,0,2,0,0,0,0,0,0,0,0,17,169
13930,Clean,12,2,0,0,0,0,0,0,0,0,18,181
14699,Clean,2,0,0,0,0,0,0,0,0,0,8,209
46258,Clean,0,0,0,0,0,0,0,0,0,0,6,187
13247,Clean,8,2,0,0,0,0,0,0,0,0,16,212
13983,Clean,0,0,0,0,0,0,0,0,0,0,4,136
14443,Clean,11,2,0,0,0,0,0,0,0,0,15,188
110246,Clean,10,1,0,0,0,0,0,0,0,0,12,291
13782,Clean,13,0,0,0,0,0,0,0,0,0,4,235
2231,Clean,12,1,0,0,0,0,0,0,0,0,15,152
115176,Clean,1,0,0,0,0,0,0,0,0,0,13,107
13856,Clean,8,2,0,0,0,0,0,0,0,0,12,121
43842,Clean,0,2,0,0,0,0,0,0,0,1,8,212
34504,Clean,9,1,0,0,0,0,0,0,0,0,0,103
16178,Clean,7,0,0,0,0,0,0,0,0,0,0,137
15091,Clean,12,1,0,0,0,0,0,0,0,0,0,132
13456,Clean,4,0,0,0,0,0,0,0,0,0,6,109
14498,Clean,10,0,0,0,0,0,0,0,0,0,6,151
13563,Clean,10,1,0,0,0,0,0,0,0,0,5,169
15994,Clean,14,1,0,0,0,0,0,0,0,0,0,205
16800,Clean,0,0,0,0,0,0,0,0,0,0,19,221
13240,Clean,6,2,0,0,0,0,0,0,0,0,12,134
15297,Clean,11,0,0,0,0,0,0,0,0,0,17,67
13422,Malicious,78,5,1,12,1,1,0,0,0,1,13,171
48050,Clean,13,1,0,0,0,0,0,0,0,0,7,110
33993,Clean,11,0,0,0,0,0,0,0,0,0,11,204
20792,Suspicious,25,7,0,11,0,0,0,0,0,0,7,152
5676,Clean,9,2,0,0,0,0,0,0,0,0,0,69
3010,Clean,8,1,0,0,0,0,0,0,0,0,13,165
45644,Clean,5,0,0,0,0,0,0,0,0,0,18,113
9816,Clean,1,0,0,0,0,0,0,0,0,0,1,241
92526,Suspicious,34,23,0,10,0,0,0,0,0,1,45,220
127714,Clean,8,2,0,0,0,0,0,0,0,0,3,265
95656,Clean,13,2,0,0,0,0,0,0,0,0,16,109
13970,Clean,2,0,0,0,0,0,0,0,0,0,16,154
114947,Suspicious,23,21,0,12,0,0,0,0,0,0,16,155
15362,Clean,0,0,0,0,0,0,0,0,0,0,12,288
13321,Suspicious,24,6,0,3,0,0,0,0,0,0,12,181
16087,Clean,16,1,0,0,0,0,0,0,0,0,8,97
38882,Clean,0,1,0,0,0,0,0,0,0,0,4,79
133745,Clean,18,0,0,0,0,0,0,0,0,0,13,139
15661,Clean,11,1,0,0,0,0,0,0,0,0,11,139
44221,Suspicious,23,29,0,3,0,0,0,0,0,0,15,154
15337,Clean,4,2,0,0,0,0,0,0,0,0,15,271
13444,Suspicious,21,28,0,5,0,0,0,0,0,0,49,135
13764,Clean,11,1,0,0,0,0,0,0,0,0,1,81
15850,Clean,7,0,0,0,0,0,0,0,0,0,8,233
16105,Clean,0,1,0,0,0,0,0,0,0,0,13,191
16577,Clean,8,0,0,0,0,0,0,0,0,0,1,235
14908,Clean,10,0,0,0,0,0,0,0,0,0,7,275
87232,Suspicious,23,24,0,12,0,0,0,0,0,0,49,102
14513,Clean,2,1,0,0,0,0,0,0,0,0,19,191
16372,Clean,6,0,0,0,0,0,0,0,0,0,6,194
21355,Clean,8,1,0,0,0,0,0,0,0,0,4,173
16342,Clean,0,1,0,0,0,0,0,0,0,0,15,99
14281,Clean,11,2,0,0,0,0,1,0,0,0,17,271
16533,Clean,14,2,0,0,0,0,0,0,0,0,5,252
46966,Clean,9,0,0,0,0,0,0,0,0,0,12,203
4273,Clean,7,2,0,0,0,0,0,0,0,0,14,112
4903,Clean,2,2,0,0,0,0,0,0,0,0,4,136
2247,Clean,4,1,0,0,0,0,0,0,0,0,13,140
20799,Clean,4,2,0,0,0,0,0,0,0,0,18,116
16029,Clean,2,1,0,0,0,0,0,0,0,0,15,292
130224,Clean,4,1,0,0,0,0,0,0,0,0,5,158
15078,Clean,6,1,0,0,0,0,0,1,0,0,12,120
36194,Clean,14,2,0,0,0,0,0,0,0,0,14,127
37325,Clean,0,0,0,0,0,0,0,0,0,0,18,266
14294,Clean,2,0,0,0,0,0,0,0,0,0,0,76
15859,Clean,0,2,0,0,0,0,0,0,0,0,18,152
16750,Clean,3,0,0,0,0,0,0,0,0,0,8,292
14520,Clean,11,0,0,0,0,0,0,0,0,0,11,213
9201,Clean,2,1,0,0,0,0,0,0,0,0,12,148
8979,Clean,6,1,0,0,0,0,0,0,0,0,15,174
108048,Malicious,75,24,1,2,0,0,0,0,0,0,17,67
119294,Clean,4,2,0,0,0,0,0,0,0,0,18,179
94771,Clean,10,0,0,0,0,0,0,0,0,0,11,152
96909,Clean,9,1,0,0,0,0,0,0,0,0,0,257
122095,Clean,5,2,0,0,0,0,0,0,0,0,18,269
14295,Clean,5,2,0,0,0,0,0,0,0,1,15,255
15739,Clean,14,2,0,0,0,0,0,0,0,0,2,224
36250,Clean,5,1,0,0,0,0,0,0,0,0,4,81
110461,Malicious,85,20,5,7,0,1,0,0,0,0,7,176
32985,Suspicious,23,13,0,8,0,0,0,0,0,0,32,280
13723,Clean,11,2,0,0,0,0,0,0,0,0,11,138
2955,Clean,9,2,0,0,0,0,0,0,0,0,11,147
4134,Clean,5,1,0,0,0,0,0,0,0,0,1,168
88990,Clean,5,1,0,0,0,0,0,0,0,0,19,248
16396,Clean,7,0,0,0,0,0,0,0,0,0,3,165
34284,Clean,17,0,0,0,0,0,0,0,0,0,16,106
43289,Clean,15,1,0,0,0,0,0,0,0,0,2,215
14583,Clean,0,1,0,0,0,0,0,0,0,0,4,90
14463,Clean,20,1,0,0,0,0,0,0,0,0,15,198
13528,Suspicious,32,18,0,4,0,0,0,0,0,0,32,203
8971,Suspicious,24,14,0,2,0,0,0,0,0,0,66,288
92466,Suspicious,26,9,0,8,0,0,0,0,0,0,21,124
14640,Clean,8,1,0,0,0,0,0,0,0,0,19,235
15520,Clean,19,1,0,0,0,0,0,0,0,0,18,223
13610,Clean,8,1,0,0,0,0,0,0,0,0,19,262
14478,Clean,1,1,0,0,0,0,0,0,0,0,12,118
43900,Clean,1,2,0,0,0,0,0,0,0,0,19,121
37489,Clean,2,2,0,0,0,0,0,0,0,0,0,67
33203,Clean,0,2,0,0,0,0,0,0,0,0,8,210
37171,Clean,17,0,0,0,0,0,0,0,0,0,14,72
108062,Clean,0,0,0,0,0,0,0,0,0,0,13,148
42770,Clean,17,2,0,0,0,0,0,0,0,0,3,235
31811,Suspicious,25,10,0,6,0,0,0,0,0,0,40,71
13212,Clean,0,0,0,0,0,0,0,0,0,0,6,155
37099,Clean,10,0,0,0,0,0,0,0,0,0,5,150
14125,Clean,0,0,0,0,0,0,0,0,0,0,13,177
104601,Clean,12,0,0,0,0,0,0,0,0,0,12,207
13466,Clean,1,2,0,0,0,0,0,0,0,0,8,205
16733,Clean,0,1,0,0,0,0,0,0,0,0,18,212
16307,Clean,6,0,0,0,0,0,0,0,0,0,5,130
16343,Clean,0,1,0,0,0,0,0,0,0,0,6,66
14496,Clean,9,0,0,0,0,0,0,0,0,0,0,238
16170,Malicious,85,5,4,11,0,0,0,0,0,0,2,63
14593,Clean,2,0,0,0,0,0,0,0,0,0,15,224
4933,Clean,0,2,0,0,0,0,0,0,0,0,15,123
135873,Clean,3,2,0,0,0,0,0,0,0,0,7,87
94725,Clean,4,2,0,0,0,0,0,0,0,0,13,61
15064,Clean,6,0,0,0,0,0,0,0,0,0,5,202
16395,Clean,13,0,0,0,0,0,0,0,0,0,4,62
14452,Clean,14,1,0,0,0,0,0,0,0,0,6,189
15987,Clean,0,0,0,0,0,0,0,0,0,0,8,235
15062,Clean,4,2,0,0,0,0,0,0,0,0,14,264
13834,Clean,6,2,0,0,0,0,0,0,0,0,18,84
15034,Clean,2,1,0,0,0,0,0,0,0,0,12,135
13231,Clean,0,0,0,0,0,0,0,0,0,0,1,106
15971,Clean,2,0,0,0,0,0,0,0,0,0,9,79
5488,Clean,4,0,0,0,0,0,0,0,0,0,4,187
40288,Clean,2,0,0,0,0,0,0,0,0,0,7,249
48146,Clean,1,1,0,0,0,0,0,0,0,1,15,190
14963,Clean,14,2,0,0,0,0,0,0,0,0,16,194
13125,Clean,6,2,0,0,0,0,0,0,0,0,8,254
13338,Clean,8,1,0,0,0,0,0,0,0,0,6,92
16133,Clean,1,0,0,0,0,0,0,0,0,0,19,183
14494,Clean,5,0,0,0,0,0,0,0,0,0,1,207
9398,Clean,8,1,0,0,0,0,0,0,0,0,0,215
123288,Malicious,73,22,4,1,1,0,0,1,0,0,6,198
65426,Suspicious,21,13,0,10,0,0,0,0,0,0,56,234
14090,Clean,14,1,0,0,0,0,0,0,0,0,11,248
41022,Clean,0,0,0,0,0,0,0,0,0,0,1,243
128768,Clean,15,2,0,0,0,0,0,0,0,0,0,109
33537,Clean,1,2,0,0,0,0,0,0,0,0,17,112
13742,Clean,0,1,0,0,0,0,0,0,0,0,17,145
15085,Clean,15,2,0,0,0,0,0,0,0,0,8,272
13516,Clean,12,2,0,0,0,0,0,0,0,0,8,120
15768,Clean,9,2,0,0,0,0,0,0,0,0,11,267
14119,Clean,5,1,0,0,0,0,0,0,0,0,8,216
16289,Clean,4,1,0,0,0,0,0,0,0,0,9,228
122801,Clean,18,2,0,0,0,0,0,0,0,0,12,178
13928,Clean,12,1,0,0,0,0,0,0,0,0,17,294
16690,Clean,0,1,0,0,0,0,0,0,0,0,5,288
13113,Clean,15,0,0,0,0,0,0,0,0,0,15,179
15630,Clean,16,1,0,0,0,0,0,0,0,0,3,276
16612,Clean,0,0,0,0,0,0,0,0,0,0,5,287
14246,Clean,1,1,0,0,0,0,0,0,0,0,2,223
33304,Clean,17,1,0,0,0,0,0,0,0,0,10,252
48822,Clean,9,0,0,0,0,0,0,0,0,0,0,245
34071,Clean,0,0,0,0,0,0,0,0,0,0,11,97
33325,Clean,0,1,0,0,0,0,0,0,0,0,18,202
36217,Clean,0,2,0,0,0,0,0,0,0,0,4,147
34513,Clean,15,2,0,0,0,0,0,0,0,0,19,286
45147,Clean,17,2,0,0,0,0,0,0,0,0,19,120
125212,Clean,11,1,0,0,0,0,0,0,0,0,12,162
47157,Clean,10,2,0,0,0,0,0,0,0,0,18,78
47034,Clean,13,1,0,0,0,0,0,0,0,0,14,199
33769,Clean,0,2,0,0,0,0,0,0,0,0,12,104
14796,Clean,6,0,0,0,0,0,0,0,0,0,2,64
14855,Clean,0,0,0,0,0,0,0,0,0,0,16,133
15490,Clean,20,1,0,0,0,0,0,0,0,0,16,290
15860,Clean,7,0,0,0,0,0,0,0,0,0,1,122
13208,Clean,0,2,0,0,0,0,0,0,0,0,1,260
31241,Clean,8,0,0,0,0,0,0,0,0,0,7,296
27338,Clean,9,0,0,0,0,0,0,0,0,0,0,130
14512,Clean,0,0,0,0,0,0,0,0,0,0,13,87
15447,Clean,4,1,0,0,0,0,0,0,0,0,14,128
13715,Clean,10,1,0,0,0,0,0,0,0,0,12,73
14466,Clean,10,2,0,0,0,0,0,0,0,0,13,137
16338,Clean,16,0,0,0,0,0,0,0,0,0,1,232
15319,Clean,7,0,0,0,0,0,0,0,0,0,9,206
16167,Clean,0,2,0,0,0,0,0,0,0,0,1,254
33051,Clean,2,0,0,0,0,0,0,0,0,0,19,240
40114,Clean,0,0,0,0,0,0,0,0,0,0,14,176
92350,Clean,3,1,0,0,0,0,0,0,0,0,3,240
104201,Clean,17,1,0,0,0,0,0,0,0,0,3,181
37163,Clean,4,2,0,0,0,0,0,0,0,0,4,271
7939,Clean,0,2,0,0,0,0,0,0,0,1,12,77
2706,Clean,9,2,0,0,0,0,0,0,0,0,7,273
15532,Clean,2,0,0,0,0,0,0,0,0,0,14,287
16077,Clean,0,0,0,0,0,0,0,0,0,0,14,139
13514,Clean,10,2,0,0,0,0,0,0,0,0,12,130
117436,Clean,7,2,0,0,0,0,0,0,0,0,17,244
14917,Clean,4,0,0,0,0,0,0,0,0,0,9,263
42373,Clean,0,2,0,0,0,0,0,0,0,0,8,78
13706,Clean,12,1,0,0,0,0,0,0,0,0,8,242
16737,Clean,2,2,0,0,0,0,0,0,0,0,5,288
14222,Clean,11,1,0,0,0,0,0,0,0,0,19,282
16644,Clean,16,2,0,0,0,0,0,0,0,0,4,170
14561,Clean,11,2,0,0,0,0,0,0,0,0,8,129
36790,Clean,0,0,0,0,0,0,0,1,0,0,9,61
15098,Clean,4,2,0,0,0,0,0,0,0,0,3,191
14130,Suspicious,21,10,0,5,0,0,0,0,0,0,28,75
13688,Clean,2,0,0,0,0,0,0,0,0,0,6,161
34977,Clean,0,1,0,0,0,0,0,0,0,0,15,157
40956,Clean,9,0,0,0,0,0,0,0,1,0,4,213
33840,Suspicious,30,5,0,7,0,0,0,1,0,0,11,71
13167,Clean,0,1,0,0,0,0,0,0,0,0,7,205
34856,Suspicious,22,9,0,1,0,0,0,0,0,0,34,78
13402,Clean,9,1,0,0,0,0,0,0,0,0,5,129
43394,Clean,0,0,0,0,0,0,0,0,0,0,10,250
16043,Clean,10,2,0,0,0,0,0,0,0,0,4,279
15408,Clean,2,2,0,0,0,0,0,0,0,0,17,239
40894,Clean,14,0,0,0,0,0,0,0,0,0,9,64
22311,Clean,8,2,0,0,0,0,0,0,0,0,14,216
10654,Clean,17,2,0,0,0,0,0,0,0,0,1,147
14601,Clean,0,2,0,0,0,0,0,0,0,0,10,226
15843,Clean,5,0,0,0,0,0,0,0,0,0,14,88
14664,Clean,7,2,0,0,0,0,0,0,0,0,10,276
13816,Clean,0,0,0,0,0,0,0,0,0,0,10,110
88758,Malicious,83,13,1,8,0,0,1,1,1,0,323,205
3338,Clean,6,1,0,0,0,0,0,0,0,0,0,138
